Original,Translate,Translate_GPT_1
Molto tosto per lei tutta ’nbraciata;,Muy pronto para ella toda abrazada;,"Rápido, para usted, todo envuelto."
"Ed, a malgrado ancor di Gielosia,","Y, a pesar de los celos,","A pesar de todo, Envidia."
Ella serà per terra rovesciata:,Ella será derrotada en el suelo:,Ella estará en el suelo conmocionada.
"«No•lle varrà già guardia, che vi sia!».",¡No vale la pena verlo ya!,¡Merece la pena examinar lo que es!
Venusso sì montò sus’un ronzino,Venus montó en un caballo,Venus subió a un corcel
"Corsiere,   ch’era buon da cacciagione,","Corredor, que era bueno para la caza,","Caballo de caza, que era excelente"
E con sua giente n’andò a Cicierone:,Y con su gente fue a Cicerón:,Y con su gente fue a Cicerón:
Sì comanda che sia prest’al matino,"Ordenó, que esté listo por la mañana.",Mandó que estuviera listo al amanecer.
"Il carro suo, ch’era d’oro fino.","su carro, que era de hasta oro","Su carro, que era de oro precioso."
"Imantenente fu messo i•limone,","Inmediatamente se puso el yelmo,",Inmediatamente se usó el yelmo.
E presto tutto sì ben per ragione,Y todo fue preparado eficientemente,Todo fue organizado de manera productiva.
"Che, quando vuol, puote entrar in camino.","Para que, cuando quiera, pueda entrar en la carreta.","De tal manera que, cuando lo desee, puede subir al vehículo."
"Ma non volle caval per limoniere,","Pero no quería montar como elmiere,","Pero no quiso proceder como un caballero,"
"Né per tirare  il caro, anzi fe’ trarre","Ni tirar de la carreta, sino que hizo sacar","Ni remover la carreta, sino que hizo que se extrajera."
Cinque colonbi d’un su’ colonbiere;,Cinco palomas de su paloma;,Cinco palomas de su patrulla.
A corde di fil d’oro gli fe’ legare.,Los hizo atar con cuerdas de oro.,Los hizo atar con correas de alambre de oro.
"Non bisogniava avervi carettiere,",No tenías que tener un carretero.,No era necesario contratar a un carretero.
Ché•lla dea gli sapea ben guidare.,Porque la diosa sabía guiarlos.,Porque la diosa era experta en conducirlos.
Di gran vantagio fu ’l carro prestato.,El carro prestado fue de gran ventaja.,El vehículo concedido fue de gran beneficio.
"Venusso ben matin v’è su salita,","Venus se levantó de mañana,","Venus se levantó temprano,"
E sì sacciate che’ell’era guernita,Y sepan que ella estaba armada.,Sepan que tenía armas.
"E d’arco, e di brandon ben inpennato,","De arco y de bandera bien ondeante,","De arco y de estandarte bien ceñido,"
E seco porta fuoco tenperato.,Y llevaba fuego templado.,Tenía una llama moderada.
"Così da Ciceron sì s’è partita,","Así que de Cicerón se fue,",Así comenzó Cicerón.
E dritta all’oste del figluol n’è ita,Y fue directamente al posadero de su hijo,Y fue directamente a la taberna de su hijo.
"Con suo’ colonbi, che ’l car’àn tirato.","Con sus palomas, tirando del carro.","Con sus palomas, arrastrando el vehículo."
Lo Dio d’Amor si avea rotte le trieve,El Dios del Amor había roto las cadenas,El Divino del Afecto rompió las camisetas
"Prima che Veno vi fosse arivata,","Antes de que Venus llegara,","Antes de que Venus llegara,"
Ché troppo gli parea l’atender grieve.,Porque esperar le parecía demasiado doloroso.,Porque demorar le parecía demasiado doloroso.
"Venùs dritta a lui sì se n’è andata,","Venus se fue directo a él,",Venus se dirigió directamente hacia él.
"Sì disse: «Figluol, non dottar, ché ’n brieve","Y dijo: ""Hijo, no temas, porque en breve","Y dijo: ""Hijo, no tengas miedo, porque en breve"
Questa forteza no’ avremo aterata.,Esta fuerza no será alterada,Esta potencia no será modificada.
"Figluol mi’, tu farai un saramento,","Hijo mío, harás un juramento.","Hijo mío, tú harás un voto, Hijo mío, tú harás una promesa,"
"E io d’altra parte sì ’l faròe,",Y yo al otro lado haré lo mismo.,"Yo, por otro lado, lo haré."
Che castitate i’ ma’ non lascieròe,¡Qué castidad no abandonaré!,¡Qué pureza no abandonaré!
"In femina, che agia intendimento,","En una mujer que tiene la intención,","Una mujer con la intención,"
"Né•ttu in uon, che•tti si’ a piacimento.",Ni tú en alguien que te guste.,Ni tú en alguien que te aferras.
Ed i’ te dico ben ch’i’ lavorròe,Y yo te digo que trabajaré.,Te aseguro que trabajaré.
"Col mi’ brandone, sì gli scalderòe,","Con mi espada, así lo calentaría.","Con mi espada, lo calentaría."
Che ciaschedun verrà a comandamento».,Que todos vengan a mi mando.,Que cada uno obedecerá mi orden.
"Per far le saramenta si aportaro,",Para hacer los juramentos se llevaron,Para hacer los juramentos vinieron
En luogo di relique e di,En lugar de reliquias y de,Reliquias y memorias
"Brandoni, e archi, e saette; sì giuraro","Las espadas, los arcos y las flechas, juraron","Atacaron, arco y dardos; prometieron"
"Di suso, e diser c’altrettanto vale.",Allí arriba y dijeron que igual vale.,Arriba y dijeron que valía lo mismo.
"Color de l’oste ancor vi s’acordaro,","Los del posadero también se pusieron de acuerdo,",Los de la hospedería también concordaron
Ché ciaschedun sapea le.,Porque todo el mundo lo sabía.,Porque todos sabían.
"Venùs, che d’assalire era presta,","Venus, que estaba lista para atacar,","Venus, lista para lanzarse,"
"Sì comanda a ciascun ched e’ s’arenda,","Dile a cada uno que se rinda,",Dile a todo el mundo que se rinda.
"O che la mercié ciascheduno atenda,","O esperar la misericordia,","Esperar la clemencia,"
"Ch’ell’à la guarda lor tratutta presta,","Porque tiene a su guardia lista,",Porque tienen su vigilancia lista.
"E sì lor à giurato, per sua testa,","Y jurado por su cabeza,",Prometió arriesgar su vida.
"Ched e’ non sia nessun, che si difenda,","Que no habrá nadie que se defienda,",Que no habrá nadie que se proteja.
Ch’ella de la persona no•gli afenda:,Que no le haga daño a la persona.,Que no le entregues le dan a la persona.
E così ciaschedun sì amonesta.,Y así cada uno fue amonestado.,Y así se advirtió a cada uno.
"Vergogna sì respuose: «I’   non vi dotto,","Vergüenza respondió: ""No os escucho,","Vergüenza contestó: ""No prestaré atención,"
"Se nel castel non fosse se non io,","Si no estuviera solo yo en el castillo,",Si no fuera el único en la fortaleza.
Non crederei che fosse per voi rotto.,No creo que fuera por ti roto.,No creo que fuera malo para usted.
"Quando vi piacie intrare a•lavorio,","Cuando te gusta entrar a trabajar,","Cuando os gusta entrar a trabajar,"
"Già per minaccie no•mi ’ntrate sotto,",Ya no voy a entrar por amenazas.,No voy a entrar por intimidación.
"Né vo’, né que’, che d’Amor si fa Dio!».","¡Ni yo, ni quien hace a Dios de Amor!""","¡Ni yo, ni quien se proclama Amor Divino!"""
Quando Venùs intese che Vergogna,Cuando Venus oyó la vergüenza,Cuando Venus aprendió que la vergüenza
"Parlò sì arditamente contr’a•llei,","Habló tan audazmente contra ella,",Discurrió con descaro en su contra.
"Sì gl’à giurato,   per tutti gli dei,","Él le juró, por todos los dioses,","Ha asegurado, por cada divinidad."
Ch’ella le farà ancor gran vergogna;,que aún le avergonzará mucho;,Que aún le dará mucha vergüenza.
"E poi villanamente la ranpogna,",Y luego la insulta de manera vil:,Y luego se burla de ella.
"Diciendo: «Garza, poco pregierei","diciendo: ""Garza, no me importaría.","Garza, no me importaría."
"I’ ’l mi’ brandone,   sed i’ te non potrei","Mi arco, si no pudiera","Si no pudiera, mi arco sería reemplazado por una ballesta."
"Farti ricoverare in una fogna,","Hacerte entrar en una alcantarilla,",Confinarte a una cloaca.
"Già tanto non sè   figlia di Ragione,","De todas formas no eres hija de Razón,",No eres hija de Prudencia.
"Che senpre co’ figluoi m’à gueregiato,","que siempre con sus hijos me ha hecho la guerra,","que siempre con los hijos me hizo la cuestión,"
Ch’i’ non ti metta fuoco nel groppone!».,¡Que no te incendie!,¡Que no te encienda el corazón!
Ed a Paura ancor da l’altro lato:,"Y a Miedo, otra vez al otro lado:","Miedo, otra vez en el otro lado."
"«Ben poco varrà vostra difensione,",Su defensa no valdrá mucho.,"Su defensa será ineficaz, insignificante o insignificante."
Quand’i’ v’avrò il fornel ben riscaldato!».,¡Cuando tenga la estufa bien calentada!.,¡Cuando tenga la estufa bien calentada!
"Molto le va Venùs minacciando,","Venus está amenazando mucho,",Venus está amenazando gravemente.
"Diciendo, s’e’ no•rendono il castello,","diciendo que si no entregan el castillo,","Afirmando que si no ceden la mansión,"
"Ched ella metterà fuoco al fornello,","que quemará la estufa,",Encenderá el fuego en la estufa.
Sì che per forza le n’andrà cacciando;,para que tenga que ir a cazar;,para que sea necesario expulsar;
"E disse: «A diavoli v’acomando,","y dijo: ""A la mierda, os aconsejo,","Y gritó: ""Por el infierno, por favor,"
"Chi Amor fugie, e fosse mi’ fratello!","¿Quién huye del Amor, aunque sea mi hermano?","¡Quién se escapa del Afecto, incluso si fuera mi hermano!"
"Per Dio, i’ le farò tener bordello","Por el amor de Dios, haré que tengan un burdel.","Por dios, les haré dirigir una casa de tolerancia."
"Color, che l’Amor vanno sì schifando:",los que desprecian el Amor:,los que desprecian el Amor.
Chéd e’ non è più gioia che ben amare.,Porque no hay más alegría que amar bien.,Porque no hay más felicidad que amar con pasión.
"Rendetemi il castel,   o veramente","Devuélveme el castillo, o de verdad.","Devuelva la casa, o realmente"
I’ ’l farò imantenente   giù versare;,Lo haré caer inmediatamente.,Voy a soltarlo ahora mismo.
"E poi avremo il Fior ciertanamente,","Y luego tendremos la flor, sin duda,","Por lo tanto, definitivamente conseguiremos la flor."
"E sì ’l faremo in tal modo sfogliare,","y lo haremos florecer de tal manera,",Y lo haremos florecer de esa manera.
Che poi non fia vetato a nulla gente!».,¡Que no se le prohibirá a nadie!,¡Que no se le prohibirá a nadie!
"Venùs la sua roba à socorciata,","Venus ayudó a sus cosas,",Venus salvó sus propiedades.
Crucciosa per senbianti molto e fiera;,afligida y orgullosa por muchas apariencias;,Afligida y orgullosa por muchas manifestaciones.
"Verso ’l castel tenne sua caminiera,","hacia el castillo ha mantenido su camino,",Hacia el castillo persiguió su camino.
E ivi sì s’è un poco riposata;,Y allí se ha descansado un poco;,Y ahí se relajó un poco.
E riposando sì ebe avisata,y descansando se enteró,"Descansando, aprendió."
"Come colei, ch’era sottil archiera,","como esa, que era un arquero hábil,","Como esa, que era un experto tirador con arco,"
"Tra due pilastri una balestriera,","entre dos pilares una ballesta,","Entre dos columnas, una ballesta."
La qual Natura v’avea   conpasata.,que la naturaleza os había preparado.,que la naturaleza había planeado.
In su’ pilastri una imagine avea   asisa;,En su pilar tenía una imagen arreglada;,En su pedestal tenía una imagen cómoda.
"D’argiento fin senbiava, sì luciea:","De plata parecía, así brillaba;","Aparecía de plata, así brillaba."
Trop’era   ben taglata   a gran divisa;,estaba muy bien tallada con gran habilidad;,era muy cuidadosamente tallada con gran maestría.
"Di sotto un santuaro si avea,","Abajo tenía un santuario,",Había un templo debajo.
"D’un drapo era   coperto sì in tal guisa,","estaba cubierto por un paño de tal manera,",Estaba envuelto en un trapo de tal manera.
Che ’l santuaro punto non parea.,que el santuario no parecía en absoluto.,que el lugar sagrado no parecía en absoluto.
Troppo avea quel’imagine ’l visaggio,Esa imagen tenía mucho encanto.,Esa imagen tenía mucho encanto.
Tagliato di tranobile fazone.,Esculpido por una belleza inmutable.,tallado por inalterable esplendor.
"Molto pensai d’andarvi a prociessione,","Pensé mucho en ir a la procesión,",Reflexioné intensamente en la idea de participar en un desfile.
E di fornirvi mie pelligrinagio.,y ofrecer allí mi peregrinación.,y presentar allí mi viaje.
E’ sì no•mi paria paruto oltragio,Pensé que sería un desacato.,Pensé que sería una afrenta.
"Di starvi un dì davanti ginochione,","un día de rodillas,",Estar de rodillas por un día.
"E poi di nocte eservi su boccone,","Y luego por la noche ser un bocado,",y luego por la noche convertirse en una comida.
"E di donarne ancor ben gran logagio,","y también donar un gran alojamiento,",y también proporcionar una gran vivienda.
"Chéd i’ era ciertan, sed i’ toccasse",Porque estaba seguro de que si tocaba,Porque estaba seguro si tocaba.
"L’erlique, che di sotto eran riposte,","las reliquias que estaban debajo,",Reliquias escondidas debajo.
"Che ogne mal, ch’i’ avesse, mi sanasse,","que cada mal que tenía, me sanara,","Que cada mal que tenía, me curaba."
"E’ fosse mal di capo, over di coste,","dolor de cabeza o de espalda,","dolor de cabeza, dolor de espalda"
"O d’altra malatia, che mi gravasse:",o de otra enfermedad que me afecte:,o de otra aflicción que me oprimía
A tutte m’avria fatto donar soste.,Me habría hecho dar alivio a todas.,Me habría hecho consolar a todas.
"Venùs allora già più non atende,",Venus entonces no espera más,Venus entonces no se demore más
Però ched ella sì vuol ben mostrare,Pero quiere mostrarle a todo el mundo.,"Sin embargo, desea demostrar a todos"
"A ciaschedun ciò, ched ella sa fare.",A cada uno lo que usted sabe hacer.,A cada uno lo que está en sus capacidades.
"Imantenente l’arco su’ sì tende,",Inmediatamente tiende el arco,Instantáneamente tiende el arco
"E poi prende   il brandone, e sì l’aciende;","y toma el pabellón, encendiéndolo;","Y coge el pañuelo, encendiéndolo."
"Sì no•lle parve pena lo scocare,","No le pareció fatigoso disparar,",No le pareció difícil lanzar.
"E per la balestriera il fe’ volare,","y con la ballesta la flecha volar,",Y con la ballesta el rayo volar.
Sì che ’l castel ma’ più non si difende.,que el castillo nunca más se defiende.,que la mansión nunca más se protege.
Imantenente il fuoco sì s’aprese,Inmediatamente el fuego se extendió,Rápidamente la hoguera se propagó
"Per lo castello, ciascun si fugìo,","para el castillo, cada uno huyó","Para el castillo, cada uno se escapó."
Sì che nessun vi fecie più difese.,Y nadie volvió a resistirse.,Y nadie se resistió.
Lo Schifo disse: «Qui no•sto più io!»;,"El asqueroso dijo: ""Yo ya no estoy aquí.""","El despreciable exclamó: ""¡No me quedaré más aquí!"""
Vergogna si fugì in istran paese;,Vergüenza huyó a un país extranjero.,Arrepentido huyó a un país extranjero.
Paura a gra•fatica si partìo.,Miedo partió con dificultad.,Terror corrió con ansiedad.
"Quando ’l castello fu così inbrasciato,",Cuando el castillo fue tan incendiado,Cuando el castillo estaba tan inflamado
