Original,Translate,Translate_GPT_1
"Ed, a malgrado ancor di Gielosia,","Und trotz immer noch Eifersucht,","Trotzdem, Neid."
Ella serà per terra rovesciata:,Sie wird auf dem Boden besiegt sein:,Sie wird auf dem Boden wütend sein.
"«No•lle varrà già guardia, che vi sia!».","Das ist es nicht wert, zuzusehen, was es ist!","Es lohnt sich zu prüfen, was es ist!"
Venusso sì montò sus’un ronzino,Venus stieg auf ein Pferd,Venus stieg auf einen Pfarrer
"Corsiere,   ch’era buon da cacciagione,","Rechtshänder, der gut für die Jagd war,","Jagdpferd, das war ausgezeichnet"
E con sua giente n’andò a Cicierone:,Und mit seinen Leuten ging er nach Cicero:,Und mit seinen Leuten ging er nach Cicero:
Sì comanda che sia prest’al matino,"Er befahl, am Morgen fertig zu sein.","Er befahl, bei Sonnenaufgang fertig zu sein."
"Il carro suo, ch’era d’oro fino.","sein Wagen, der von bis zu Gold war","Sein Wagen, der aus kostbarem Gold war."
"Imantenente fu messo i•limone,","Sofort wurde der Helm gelegt,",Sofort wurde der Helm getragen.
E presto tutto sì ben per ragione,Und alles wurde effizient vorbereitet,Alles wurde produktiv organisiert.
"Che, quando vuol, puote entrar in camino.","So können Sie, wenn Sie wollen, in den Wagen einsteigen.","So kann er, wenn er will, in das Fahrzeug steigen."
"Ma non volle caval per limoniere,","Aber er wollte nicht als Helmiere reiten,","Aber er wollte nicht wie ein Ritter vorgehen,"
"Né per tirare  il caro, anzi fe’ trarre","Und er zog den Wagen nicht, sondern ließ ihn ziehen.","Den Wagen nicht ziehen, sondern ziehen lassen."
Cinque colonbi d’un su’ colonbiere;,Fünf Tauben aus seinem Taubenhaufen;,Fünf Tauben aus seinem Flieger.
A corde di fil d’oro gli fe’ legare.,Er ließ sie mit Drahtseilen aus Gold binden.,Er ließ sie mit goldenen Fadenriemen binden.
"Non bisogniava avervi carettiere,","Es war nicht nötig, einen Kutscher zu haben.","Es war nicht nötig, einen Kutscher zu mieten."
Ché•lla dea gli sapea ben guidare.,"Denn die Göttin kannte es, sie zu führen.","Denn die Göttin war erfahren, sie zu führen."
Di gran vantagio fu ’l carro prestato.,Der geliehene Wagen war von großem Vorteil.,Das Fahrzeug war von großem Nutzen.
"Venusso ben matin v’è su salita,","Venus stand am frühen Morgen auf,","Venus stand früh auf,"
E sì sacciate che’ell’era guernita,"Und ihr wisst, dass sie bewaffnet war.","Ihr wisst, dass sie mit Waffen ausgestattet war."
"E d’arco, e di brandon ben inpennato,","von Bogen und Fahnen, die gut winden,","von Bogen und Banner gut geglättet,"
E seco porta fuoco tenperato.,Und er trug gemäßigtes Feuer mit sich.,Er war mit einer gemäßigten Flamme ausgestattet.
"Così da Ciceron sì s’è partita,","Also ist Cicero weggegangen,",Auf diese Weise hat Cicero angefangen.
E dritta all’oste del figluol n’è ita,Und er ging direkt zum Wirt seines Sohnes,Und er ging direkt zum Wirtshaus seines Sohnes.
"Con suo’ colonbi, che ’l car’àn tirato.","Mit seinen Tauben, die den Wagen gezogen haben.","Mit seinen Tauben, die das Fahrzeug gezogen haben."
Lo Dio d’Amor si avea rotte le trieve,Der Gott der Liebe hatte die Ketten zerbrochen,Der Göttliche des Leidens brach die Masche
"Prima che Veno vi fosse arivata,","Bevor Venus kam,","Bevor die Venus kam,"
Ché troppo gli parea l’atender grieve.,Weil es ihm zu schmerzhaft erschien zu warten.,Weil Verweilen ihm zu peinlich erschien.
"Venùs dritta a lui sì se n’è andata,","Venus ging direkt zu ihm,",Venus ging direkt auf ihn zu.
"Sì disse: «Figluol, non dottar, ché ’n brieve","Und er sprach: Mein Sohn, fürchte dich nicht; denn kurz:","Und er sprach: Sohn, fürchte dich nicht; denn kurz:"
Questa forteza no’ avremo aterata.,Diese Kraft wird nicht verändert werden,Diese Leistung wird nicht verändert werden.
"Figluol mi’, tu farai un saramento,","Mein Sohn, du wirst einen Eid leisten,","Mein Sohn, du wirst ein Gelübde ablegen, mein Sohn, du wirst ein Versprechen geben,"
"E io d’altra parte sì ’l faròe,",Und ich werde auch auf der anderen Seite sein.,Andererseits werde ich es tun.
Che castitate i’ ma’ non lascieròe,Was für eine Keuschheit werde ich nicht im Stich lassen,Was für eine Reinheit werde ich nicht im Stich lassen
"In femina, che agia intendimento,","In einer Frau, die ich vorhabe...","Eine Frau mit der Absicht,"
"Né•ttu in uon, che•tti si’ a piacimento.","Nicht in jemandem, den du magst.","Nicht du in einem, der dir gefällt."
Ed i’ te dico ben ch’i’ lavorròe,"Und ich sage dir, dass ich arbeiten werde.","Ich versichere dir, ich arbeite."
"Col mi’ brandone, sì gli scalderòe,","Mit meinem Schwert, damit ich es skaliere.",Mit meiner Klinge würde ich sie aufwärmen.
Che ciaschedun verrà a comandamento».,Dass jeder zu meinem Kommando kommt.,Dass jeder meinem Befehl gehorcht.
"Per far le saramenta si aportaro,",Zum Eid brachten sie sich,"Sie gingen hin, um zu schwören"
En luogo di relique e di,Anstelle von Reliquien und,ErinnerungenWracks und Erinnerungen
"Brandoni, e archi, e saette; sì giuraro","Schwerter, Bogen und Pfeile; sie schwuren","Sie griffen, Bogen und Pfeile; sie versprachen es."
"Di suso, e diser c’altrettanto vale.","Dort oben sagten sie, es sei genauso gut.","Dort oben sagten sie, es sei dasselbe wert."
"Color de l’oste ancor vi s’acordaro,","Die des Wirts haben sich auch geeinigt,",Die des Wirts kamen auch überein
Ché ciaschedun sapea le.,Weil es jeder wusste.,Denn alle wussten Bescheid.
"Venùs, che d’assalire era presta,","Venus, die bereit war, anzugreifen,","Venus, bereit zu schleudern,"
"Sì comanda a ciascun ched e’ s’arenda,","Befahl jedem, sich zu ergeben,","Er gebietet allen, nachzugeben."
"O che la mercié ciascheduno atenda,","Oder auf Barmherzigkeit zu warten,","Auf Gnade warten,"
"Ch’ell’à la guarda lor tratutta presta,","Weil er ihre Wache bereit hält,",Weil sie ihre Wachsamkeit haben.
"E sì lor à giurato, per sua testa,","Und geschworen in seinem Kopf,","Er hat versprochen, sein Leben zu riskieren."
"Ched e’ non sia nessun, che si difenda,","Dass es niemanden geben wird, der sich verteidigt,","Es wird niemand geben, der sich beschützt."
Ch’ella de la persona no•gli afenda:,Dass er ihm nicht weh tut.,Dass du ihm keinen Schaden zufügt.
E così ciaschedun sì amonesta.,Und so wurde jeder ermahnt.,Und so wurde jeder gewarnt.
"Vergogna sì respuose: «I’   non vi dotto,","Schande antwortete: ""Ich höre nicht auf euch,","Schande entgegnete: ""Ich werde nicht aufpassen,"
"Se nel castel non fosse se non io,","Wenn nicht nur ich im Schloss wäre,",Wenn ich nicht der Einzige in der Festung wäre.
Non crederei che fosse per voi rotto.,"Ich würde nicht glauben, dass er für euch kaputt war.","Ich glaube nicht, dass es für Sie fehlgeschlagen war."
"Quando vi piacie intrare a•lavorio,","Wenn Sie gerne in die Arbeit gehen,","Wenn es euch Freude macht, in die Arbeit zu gehen,"
"Già per minaccie no•mi ’ntrate sotto,",Schon aus Drohungen werde ich nicht hineingehen.,Schon wegen Einschüchterung komme ich nicht rein.
"Né vo’, né que’, che d’Amor si fa Dio!».","Weder ich noch wer Gott der Liebe macht!""","Weder ich noch wer sich selbst zu Göttlicher Liebe bekennt!"""
Quando Venùs intese che Vergogna,"Als Venus hörte, dass Schande","Als Venus erfuhr, dass Scham"
"Parlò sì arditamente contr’a•llei,","So kühn redete sie gegen sie,",Sie kämpfte frech gegen sie.
"Sì gl’à giurato,   per tutti gli dei,","Er hat ihm bei allen Göttern geschworen,",Er hat für jeden Göttlichen versichert.
Ch’ella le farà ancor gran vergogna;,das sie noch sehr schämen wird;,Das wird Ihnen noch peinlich sein.
"E poi villanamente la ranpogna,",Und dann beleidigt er sie auf völlige Art und Weise:,Und dann verspottet er sie schmutzig.
"Diciendo: «Garza, poco pregierei","und sprach: Garza, es wäre mir egal.","Garza, das würde mich nicht interessieren."
"I’ ’l mi’ brandone,   sed i’ te non potrei","Mein Bogen, wenn ich nicht könnte","Wenn ich es nicht könnte, würde mein Bogen durch eine Armbrust ersetzt."
"Farti ricoverare in una fogna,","Sie in eine Kanalisation einweisen zu lassen,",Dich in eine Kloake stecken zu lassen.
"Già tanto non sè   figlia di Ragione,","Du bist keine Tochter des Verstandes,",Du bist keine Tochter von Prudenza.
"Che senpre co’ figluoi m’à gueregiato,","Dass er immer mit seinen Kindern den Krieg mit mir geführt hat,","der mich immer mit den Kindern zur Streitfrage gemacht hat,"
Ch’i’ non ti metta fuoco nel groppone!».,Dass ich dich nicht in die Höhle brenne!,Dass ich dir nicht ins Herz stecke!
Ed a Paura ancor da l’altro lato:,"Und in Angst, noch auf der anderen Seite:","Angst, noch auf der anderen Seite."
"«Ben poco varrà vostra difensione,",Eure Verteidigung wird nicht viel wert sein.,"Eure Verteidigung wird wirkungslos, unbedeutend oder vernachlässigbar sein."
Quand’i’ v’avrò il fornel ben riscaldato!».,Wenn ich den Herd gut erwärmt habe!.,Wenn ich den Herd gut erhitzt habe!
"Molto le va Venùs minacciando,","Venus bedroht eine Menge,",Venus bedroht ernsthaft.
"Diciendo, s’e’ no•rendono il castello,","wenn sie das Schloss nicht ausliefern,","Wenn sie das Schloss nicht nachgeben,"
"Ched ella metterà fuoco al fornello,","der den Herd anzündet,",Er wird das Feuer im Herd anzünden.
Sì che per forza le n’andrà cacciando;,so daß er aus Zwang jagen wird;,so daß er aus der Not hinausgeworfen wird;
"E disse: «A diavoli v’acomando,","und sagte: ""Verdammt, ich rate euch,","Und er rief: ""Für die Hölle bitte,"
"Chi Amor fugie, e fosse mi’ fratello!","Wer die Liebe flieht, auch wenn er mein Bruder wäre!","Wer entkommt dem Leidenden, selbst wenn er mein Bruder wäre?"
"Per Dio, i’ le farò tener bordello","Um Gottes willen, ich lasse sie ein Bordell halten.","Um Gottes willen, ich lasse sie ein Haus der Toleranz führen."
"Color, che l’Amor vanno sì schifando:","Diejenigen, die die Liebe verachten:","diejenigen, die die Liebe verachten."
Chéd e’ non è più gioia che ben amare.,"Denn es gibt keine Freude mehr, als gut zu lieben.","Weil es kein Glück mehr gibt, als leidenschaftlich zu lieben."
"Rendetemi il castel,   o veramente","Gebt mir das Schloss, oder wirklich","Gib das Schloss zurück, oder wirklich"
I’ ’l farò imantenente   giù versare;,Ich werde ihn sofort zusammenbrechen lassen.,Ich werde ihn sofort fallen lassen.
"E poi avremo il Fior ciertanamente,","Und dann werden wir die Blume sicher haben,","Also, wir werden auf jeden Fall die Blume bekommen."
"E sì ’l faremo in tal modo sfogliare,","Und wir werden ihn auf diese Weise blühen lassen,",Und wir werden ihn so blühen lassen.
Che poi non fia vetato a nulla gente!».,Dass niemand davon abgehalten wird!,Dass es dann niemandem verboten wird!
"Venùs la sua roba à socorciata,","Venus hat seine Sachen gerettet,",Venus hat sein Eigentum gerettet.
Crucciosa per senbianti molto e fiera;,bekümmert und stolz für viele Erscheinungen;,Bekümmert und stolz auf viele Demonstrationen.
"Verso ’l castel tenne sua caminiera,","in Richtung des Schlosses hielt seinen Weg,",Auf dem Weg zum Schloss verfolgte er seinen Weg.
E ivi sì s’è un poco riposata;,Und da ruhte sie sich ein wenig aus.,Und da hat sie sich etwas entspannt.
E riposando sì ebe avisata,"und ruhte er wusste,",Er hat sich ausruhend erlernt.
"Come colei, ch’era sottil archiera,","wie die, die ein geschickter Bogenschütze war,","Wie die, die ein erfahrener Bogenschütze war,"
"Tra due pilastri una balestriera,","zwischen zwei Pfeilern ein Walfänger,",Zwischen zwei Säulen eine Armbrust.
La qual Natura v’avea   conpasata.,Dass die Natur euch vorbereitet hat.,dass die Natur vorbereitet hatte.
In su’ pilastri una imagine avea   asisa;,Auf seiner Säule hatte er ein Bild eingerichtet;,Auf seinem Podest hatte er ein gestreiftes Bild.
"D’argiento fin senbiava, sì luciea:","silbern sah es aus, also leuchtete es.","Silber sah aus, so funkelte es."
Trop’era   ben taglata   a gran divisa;,Sie war sehr gut geschnitzt mit großer Geschicklichkeit;,war sehr sorgfältig geschnitzt mit großer Meisterschaft.
"Di sotto un santuaro si avea,","unten hatte er ein Heiligtum,",Unter ihm war ein Tempel.
"D’un drapo era   coperto sì in tal guisa,","es war mit einem Tuch in dieser Weise bedeckt,",Er war so von einem Tuch umwickelt.
Che ’l santuaro punto non parea.,das Heiligtum schien überhaupt nicht.,daß die heilige Stätte überhaupt nicht erschien.
Troppo avea quel’imagine ’l visaggio,Dieses Bild war sehr faszinierend,Dieses Bild war sehr charmant.
Tagliato di tranobile fazone.,geschnitzt von unveränderlicher Schönheit.,geschnitzt von unveränderlichen Glanz.
"Molto pensai d’andarvi a prociessione,","Ich dachte viel darüber nach, in Prozession zu gehen,","Ich dachte intensiv darüber nach, ob ich an einer Parade teilnehmen sollte."
E di fornirvi mie pelligrinagio.,und dort meine Pilgerfahrt zu bieten.,und dort meine Reise zu präsentieren.
E’ sì no•mi paria paruto oltragio,"Ich dachte, das wäre eine Beleidigung.","Ich dachte, das wäre eine Beleidigung."
"Di starvi un dì davanti ginochione,","einen Tag auf den Knien zu knien,",Auf den Knien für einen Tag.
"E poi di nocte eservi su boccone,","und dann in der Nacht ein Bissen zu sein,",und dann in der Nacht eine Mahlzeit zu werden.
"E di donarne ancor ben gran logagio,","und auch eine große Unterkunft zu spenden,",und auch eine große Wohnung zur Verfügung zu stellen.
"Chéd i’ era ciertan, sed i’ toccasse","denn ich war sicher, wenn ich berührt hätte","Weil ich sicher war, wenn ich es berührt hätte."
"L’erlique, che di sotto eran riposte,","die Reliquien, die unten gelegt waren,",Versteckte Reliquien unten.
"Che ogne mal, ch’i’ avesse, mi sanasse,","Möge alles Böse, das ich hatte, mich heilen,","Jeden Schmerz, den ich hatte, heilte er mich."
"E’ fosse mal di capo, over di coste,","Kopfschmerzen oder Rückenschmerzen,","Kopfschmerzen, Rückenschmerzen"
"O d’altra malatia, che mi gravasse:","oder einer anderen Krankheit, die mich unterdrückte:","oder eine andere Trübsal, die mich bedrückte"
A tutte m’avria fatto donar soste.,"Er hätte mich dazu gebracht, allen Erleichterung zu verschaffen.",Das hätte mich alle trösten lassen.
"Venùs allora già più non atende,",Venus wartet dann nicht mehr,Venus verweilt dann nicht mehr
Però ched ella sì vuol ben mostrare,Aber er will allen zeigen,"Er möchte jedoch allen zeigen,"
"A ciaschedun ciò, ched ella sa fare.","Jedem, was Sie können.","Jedem, was in seinen Fähigkeiten ist."
"Imantenente l’arco su’ sì tende,",Sofort wird der Bogen gestreckt,Sofort neigt der Bogen
"E poi prende   il brandone, e sì l’aciende;","und nimmt das Rudel, indem er es anzündet;",Und er nimmt die Fagotte und zündet sie an.
"Sì no•lle parve pena lo scocare,","Es schien ihr nicht anstrengend zu sein,",Es schien ihr nicht schwer zu werfen.
"E per la balestriera il fe’ volare,","Und mit der Armbrust fliegen die Pfeile,",Und mit der Armbrust fliegen die Satin.
Sì che ’l castel ma’ più non si difende.,Das Schloss verteidigt sich nie wieder.,Das Schloss wird nie wieder beschützt.
Imantenente il fuoco sì s’aprese,Sofort breitete sich das Feuer aus,Der Scheiterhaufen breitete sich schnell aus
"Per lo castello, ciascun si fugìo,","für das Schloss, floh jeder",Durch das Schloss schlich sich jeder weg.
Sì che nessun vi fecie più difese.,Und niemand mehr widersetzte sich.,Und niemand widersetzte sich mehr.
Lo Schifo disse: «Qui no•sto più io!»;,"Der Schleim sagte: ""Ich bin nicht mehr hier!"";","Der Verabscheuungswürdige rief: ""Ich werde mich hier nicht mehr aufhalten!"""
Vergogna si fugì in istran paese;,Schande floh er in ein fremdes Land;,Reue floh in ein fremdes Land.
Paura a gra•fatica si partìo.,Angst brach mit Kurzatmigkeit auf.,Schrecken schüttelte.
"Quando ’l castello fu così inbrasciato,",Als das Schloss so niedergebrannt wurde,Als das Schloss so entzündet wurde
"E che•lle guardie fur fugite via,","Und die Wächter flohen,",Und die Wachen verließen sich schnell.
"Alor sì v’entrò entro Cortesia,",Da ging er hinein Höflichkeit,Und er brachte euch zur Huld.
Per la figluola trar di quello stato;,um die Tochter aus diesem Staat zu befreien;,"frei, tochter, entsperren, kinder, situation"
"E Franchez’, e Pietà da l’altro lato",Freimut und Pietà auf der anderen Seite,Offenheit und Mitgefühl auf der anderen Seite.
Si andaron co•llei in conpagnia.,Sie gingen als Gesellschaft mit ihr.,Sie schlossen sich ihr als Begleiter an.
"Cortesia   sì•lle disse: «Figlia mia,","Mit freundlicher Genehmigung sagte er: ""Meine Tochter,","Mit freundlicher Genehmigung sagte er: ""Meine Tochter,"
