Original,Translate,Translate_GPT_1
Delle sue cose i’ non fu’ rifusante;,"Je n'ai pas hésité à ses affaires,",Je n'ai pas hésité à ses affaires.
"Ma spesso falla ciò, che ’l folle crede:",Mais il arrive souvent ce que le fou croit:,"Parfois, c'est ce que le cinglé pense."
Così avenne al buon di ser Durante.,C'est ce qui est arrivé au bon Ser Durant.,C'est ainsi qu'il se produisit pour le bon Ser Durant.
"Quand’i’ vidi l’oferta, che faciea,","Quand j'ai vu l'offre qu'il faisait,","Quand j'ai vu l'offre qu'il proposait,"
Del fatto mi’ credett’eser ciertano:,du fait que je me croyais sûr,de la conviction que j'avais de moi-même
"Allor sì volli al Fior porre la mano,",Alors il voulut mettre la main à Fleur.,Alors il a décidé d'aider Fleur.
Che molto ringrossato   mi parea.,Qu'il avait l'air très grand.,Ça m'a semblé très exagéré.
Lo Schifo sopra me forte correa,La merde courait fort sur moi.,Le Sale se précipitait sur moi.
"Diciendo: «Trat’adietro, mal villano,","En disant: ""Reculez, méchant,","S'écriant: ""Reculez!, malin,"
"Che•sse m’aiuti Idio e san Giermano,","Que Dieu et saint Germano m'aident,",Que Dieu et saint Germain m'assigne.
"I’ non son or quel, ch’i’ esser solea.",Je ne suis plus ce que j'étais seule.,Je ne suis plus ce que j'étais.
E ’l Diavol sì ti ci à ora menato:,Et le Diable t'a amené ici maintenant:,Et le démon t'a amené ici maintenant.
"Se mi trovasti a l’altra volta lento,","Si tu m'as trouvé lent la dernière fois,","Si tu m'as senti hésitant la dernière fois,"
Or  sie ciertan   ch’i’ ti parrò canbiato.,"Maintenant, sois sûr que je vais te parler changé.","Maintenant, vous êtes absolument convaincu que je vais vous parler transformé."
Me’ ti varria che fossi a Benivento!».,"Tu aurais mieux fait d'être à Bénévent !""",Ça aurait été mieux si tu étais à Bénévent !
"Allora ’l capezal m’ebe pigliato,",Alors il m'a attrapé.,Alors il m'a pris pour le chef.
E domandò chi era mi’ guarento.,Et il a demandé qui était mon garant.,Il m'a demandé qui était mon protecteur.
"Po’ sentì ’l fatto Vergognia e Paura,","Puis j'ai entendu le fait Honte et Peur,","Plus tard, j'ai ressenti le remords et la peur."
"Quand’ell’udiron quel villan gridare,","Quand ils ont entendu ce vilain crier,","Quand ils ont entendu ce méchant crier,"
"Ciascuna sì vi corse a•llui aitare,","Chacune a couru pour l'aider,",Chacune a couru pour l'aider.
E quello Schifo molto s’assicura.,Et cette merde s'est beaucoup renforcée.,Et cette répulsion s'est considérablement intensifiée.
"Idio e tutti i santi ciaschun giura,","Dieu et tous les saints, chacun jure,","Dieu et tous les saints jurent chacun,"
Ched ele ’l mi faranno conperare:,Ils vont me faire regretter:,Qu'ils me feront regretter.
Allor ciascun mi cominciò a buttare;,Alors tout le monde commença à me maltraiter.,Alors tout le monde commença à me traiter mal;
Molto mi fecier dispett’e ladura;,Ils m'ont fait beaucoup de mal et de douleur.,Ils m'ont infligé beaucoup d'affrontements et de souffrances.
"E’ disson ch’i’ avea troppo fallato,","Ils ont dit que j'avais trop tort,",Ils m'ont dit que j'avais fait trop d'erreurs.
"Po’ che Bellacoglienza, per su’ onore,","Car Bellaconglienza, pour son honneur,","Car Bellaconglienza, par son ornement,"
"E lei e ’l suo m’avea abandonato,","Et elle et le sien m'avaient abandonné,",Elle et le sien m'avaient laissé.
Ched i’ pensava d’inbolarle il Fiore.,Parce que je pensais tromper la Fleur.,Parce que je pensais tricher la Fleur.
"Dritt’era, ch’i’ ne fosse gastigato,",Il fallait que tu sois puni.,Il fallait que je sois puni.
Sì ch’i’ ne stesse ma’ senpre in dolore.,"Comme ça, j'étais toujours dans le chagrin.",Pour que je reste éternellement affligé.
Allor Bellacoglienza fu fermata,Alors Bellaconglienza fut arrêtée,Alors Bellacoglienza a été arrêtée.
"Da questi tre portier’ sotto tre porte,",De ces trois gardes sous trois portes,De ces trois sentinelles sous trois portes
E’ con una catena molto forte,Avec une chaîne très forte,Avec une chaîne robuste
Quella gientil ebero ’ncatenata.,La gentille a été enchaînée.,Cette bienveillante fut emprisonnée.
"Po’ corser sopra me, quella brigata,",Puis ils ont couru sur moi.,Alors cette foule se répandit sur moi.
E disson: «Sopra te cadran le sorte».,"Et ils dirent: ""Les sorts tomberont sur toi.""",Et ils dirent: Tes fortunes seront décidées.
"Allor credetti ben riciever morte,","Alors j'ai cru recevoir la mort,",Alors j'ai pensé à affronter la fin.
Tanto faciean di me gran malmenata:,"De toute façon, ils m'ont malmenée.",Ça m'a donné un coup de fouet.
Sì ch’i’ misericordia domandai,J'ai donc demandé miséricorde.,C'est ainsi que j'ai imploré la clémence.
"A Paura, a Vergognia, e a quel crudele,","A Peur, à Honte, et à ce cruel,","À la peur, à l'embarras, et à cet impitoyable."
Ma i•nessuna guisa la trovai.,Mais je ne l'ai pas trouvée.,"En aucun cas, je ne l'ai localisée."
Ciascun sì m’era più amar che fele;,Chacun était plus amer que le fiel;,Chacun était plus gros que le poison.
Per molte volte «Merzé!» lor gridai:,"À maintes reprises, ""Miséricorde!"" j'ai crié:","J'ai crié à plusieurs reprises: "" Pitié ! """
Que’ mi diciean: «Per niente bele».,"Ils me disaient: ""Pas beau du tout.""","Ils me disaient: "" Absolument moches."""
"Come costor m’andavar tormentando,","Pendant qu'ils me tourmentaient,","Pendant qu'ils me tourmentaient,"
"E l’oste al Die d’Amor si fu sentita,",L'auberge de Dieu d'Amour fut entendue,L'invocation de Dieu d'Amour fut entendue.
E’ sì cogniobor ch’i’ avea infralita,Alors ils ont su que j'avais rompu.,Ils ont découvert que j'avais violé.
La bocie: inmantenente miser bando,Le serment: ils ordonnèrent aussitôt,Le serment: ils ont immédiatement ordonné
Che ciascun si vada apparechiando,Que chacun se prépare,Que chacun s'approche de lui
"A me socorere a canpar la vita,","Pour m'aider à acheter la vie,",Pour me sauver de l'existence.
"Ch’ella sarebe in poco d’or fallita,",Qu'elle serait perdue dans un court laps de temps,Qu'elle serait perdue en un rien de temps.
Sed e’ no•mi veniser confortando.,Si je n'avais pas été réconforté.,S'il n'y avait pas eu de soulagement.
"Quando   i portir’ sentiron quel baratto,","Quand les gardes ont entendu du troc,","Quand les gardes ont entendu le troc,"
Inmantenente tra lor si giuraro,Ils ont juré immédiatement entre eux.,Ils se promirent instinctivement
"Di non renderla a forza, né a patto;","De ne pas la rendre par la force, ni par l'alliance;","De ne pas la reprendre par la violence, ni par l'accord."
E que’ di fuor ancor sì si legaro,Et ceux du dehors se ligotèrent.,Les extérieurs se joignirent aussi à eux.
"Di non partirsi, s’e’ non fosse fatto,","De ne pas se séparer s'il n'avait pas été fait,",Ne partagez pas si nécessaire.
E di questo tra•llor si fidanzaro.,Et ils s'en sont fiancés.,Et ils se sont déclarés fiancés.
Francheza si venne primiera mente,Franchise vint d'abord avec détermination,Il arriva d'abord avec fermeté.
"Contra lo Schifo, ch’è molto oltragioso,","Contre la merde, qui est très scandaleux,","Contre l'horrible, qui est extrêmement offensant."
"E per senbianti fiero e coragioso,","Et pour paraître fier et courageux,",Pour paraître fier et intrépide.
Ma quella venne molto humile mente.,Mais celle-ci est venue très humblement.,Mais elle se présenta avec une grande humilité.
"Lo Schifo sì ponea tropo ben mente,",La merde se posait trop bien.,La répugnance était trop gentille.
"Ché ’n ben guardar era molto invioso,","Parce qu'il était très jaloux de regarder bien,",Il était très jaloux d'observer attentivement.
Che quella non potesse di nascoso,Que celle-ci ne puisse pas se cacher.,Que celle-ci ne pouvait pas en secret
Entrar dentr’a la porta con sua giente.,Entrer dans la porte avec son peuple.,Se faufiler dans le seuil avec sa tribu.
"Francheza mise mano ad una lancia,","Franceza a mis la main à sa lance,",La Française a saisi sa lance.
"Sì s’aperse per dare a quel cagnione,","Et il s'ouvrit pour donner à ce chien,","Il s'est ouvert pour donner à ce chien,"
E crudel mente   contra lui la lancia.,"et cruellement la lance contre lui,",et brusquement la lance contre lui.
"Lo Schifo si avea in mano un gran bastone,",La merde avait un gros bâton dans la main.,La merde tenait un gros bâton.
"E co•lo scudo il colpo sì•llo schiancia,",Et avec le bouclier le coup a dévié.,Et avec le bouclier le coup dévia. Avec la défense l'impact fut détourné.
"E fiede a•llei, e falla gir boccone.",Et il l'a blessée en la faisant déjeuner.,"Elle a été frappée, la faisant tourner comme une toupie."
"La lancia a pezi a pezi à dispezata,","La lance a été détruite pièce par pièce,",La lance a été démolie par fragment.
"E’ po’ avisa un colpo ismisurato,",Mais un coup de feu a eu lieu.,"Soudain, une terrible bagarre arriva."
Sì che tutto lo scudo à squartellato:,Et tout le bouclier fut déchiré:,Tout le bouclier a été déchiré.
"Francheza si è in terra rovesciata,",Francheza est à terre renversée.,"Franchise est renversée, renversée."
"E que’ de’ colpi fa gran dimenata,",Et les blessures ont fait beaucoup de bruit.,Et la blessure a fait un sacré bruit.
"E la bella «Merzé!» gli à domandato,","Et la belle Merze lui a demandé,","Et la splendide Merze lui a interrogé,"
Sì ch’a Pietà ne prese gran peccato:,"Jusqu'à ce qu'il en prenne un grand péché à Pietà,",Jusqu'à ce qu'il en prenne une grande responsabilité à Pietà.
Verso il villan sì•ss’è adirizata,"Vers le vilain, elle s'est fâchée.","Envers le méchant, elle est devenue furieuse."
"E con uno spuntone lo gì pungiendo,","Et avec une punaise, il le piquait.","Et avec un bout, il le transperçait."
"E di lagrime tuttora il bagniava,","Et il baignait toujours de larmes,",Il pleurait toujours en pleurant.
"Sì che ’l villan si venia rendendo,",Jusqu'à ce que le vilain vienne rigoler,Jusqu'à ce que le méchant arrive en riant.
C’aviso gl’iera ched egli afogava.,Depuis qu'il pensait se noyer.,Depuis qu'il avait peur de se noyer.
"Allor Vergognia vi venne corendo,",Alors Honte vint en courant.,Alors Honte vint vite.
Perché lo Schifo «Socorso!» gridava.,Parce que l'enfoiré criait à l'aide !,Parce que le Saleté criait aux urgences !
"Vergognia si venne contra Pietade,","Honte s'opposa à la Piété,",Des remords ont contrarié la compassion.
E molto forte mente la minaccia;,Et il la menaça avec beaucoup de force;,Et il la menaça avec une grande vigueur;
"E quella, che dottava sua minaccia,","Et vous, qui saviez comment répondre aux menaces,","Ella, qui avait l'habitude de répondre aux intimidations."
"Sì s’aparechia a mostrar  sua bontade,","Il se préparait à montrer sa bonté,",Il se préparait à prouver sa gentillesse.
Ché ben conoscie sua diversitade.,Parce qu'il connaissait bien la diversité,Parce qu'il était bien informé sur la variété
"Vergognia a una spada la man caccia,","La honte saisit l'épée d'une main,","Des remords, il saisit l'épée d'une main."
Sì disse: «I’ vo’ ben che ciaschedun saccia,"Et il dit: ""Je veux que chacun sache","""Et il dit: ""Je veux que tout le monde soit au courant."""
Ched i’ te pagherò di tue derate!».,"Que je te paierai pour ton erreur.""",Que je vous récompenserai pour votre erreur.
"Allora alza la spada a•llei fedire,","Alors il leva l'épée pour la frapper,",Alors il souleva la lame pour l'attaquer.
"Ma Diletto si venne a•llei atare,","Mais bien-aimé, il a pris des mesures pour la protéger,",Mais bien-aimée intercéda pour la sauver.
"E di suo scudo la sepe coprire,","Et avec son bouclier, il la couvrit,","Et avec son armure, vous la défendez."
E poi si torna per lei vendicare.,Puis il est revenu pour se venger d'elle.,Puis il est revenu pour se venger d'elle.
Ma Vergognia sapea sì lo schermire,"Mais Honte savait bien se défendre,",Mais Honte était bien préparée.
Che que’ no•lla potea magagniare.,Pour qu'elle ne puisse rien lui faire.,De telle sorte qu'il ne pouvait rien lui faire.
"Vergognia mise allor man a la spada,","Honte alors il mit la main à l'épée,","Humiliation attrapa la lame,"
E sì se ne vien dritta ver’ Diletto.,Et il s'est dirigé droit vers Dilettante.,Et il se dirigea directement vers le Plaisir.
"Inmantenente lo scudo ebe al petto,","Immédiatement le bouclier avait sur la poitrine,",Le bouclier se posa instantanément sur la poitrine.
"E disse: «Come vuole andar, sì vada,","Et il dit: ""Va-t'en,","Et il déclara: ""Procède comme il faut,"
"Chéd i’ te pur farò votar la strada,","Mais je le ferai regretter de son chemin,",Mais je vais lui faire regretter son choix.
O tu farai di piana terra letto!».,"Ou je te couche par terre.""",Je vais te faire exploser par terre.
"Allor lo fie’ co•molto gran dispetto,","Alors il l'a frappé avec une grande colère,","Alors il le frappa avec une grande fureur,"
"Come colei, c’a uciderlo bada:",Comme celle qui voulait le tuer.,Comme celui qui voulait l'éliminer
"Sì che l’uccide giù tutto stenduto,",Il l'a tué là-bas.,C'est là qu'il l'a éliminé.
E sì li avrebe fesso insino a’ denti.,Et il aurait pu le blesser jusqu'aux dents.,Il aurait pu le blesser jusqu'à l'os.
"Ma quando Ben-Cielar l’ebe veduto,","Mais quand Ben-Cielar l'a vu,","Quand Ben-Cielar l'a vu,"
"Perciò ch’egli eran distretti parenti,","Parce qu'ils étaient proches de la famille,","Parce qu'ils étaient consanguins,"
Inmantenente sì gli fecie aiuto.,"Tout de suite, il lui a prêté de l'aide.","Tout de suite, il lui a offert de l'aide."
Vergognia disse: «I’ vi farò dolenti!».,"Honte a dit: ""Je vous ferai souffrir!""","Honte a dit: ""Je vais vous causer des tourments!"""
"Molt’era buon guerrier, quel Buon-Cielare,","C'était un très bon guerrier, le Bon-Ciel,","C'était un vaillant combattant, le Généreux-Ciel."
"Alzò la spada, e sì fiede Vergognia:","Il leva l'épée, et frappa la Honte.","Il a soulevé la lame, et il a frappé la Déesse."
"Sì gran colpo, ched ella tutta ingrogna,",Le coup a été si fort qu'elle est bourrée.,Le coup a été si puissant qu'elle est tout accrochée.
E poco ne fallì d’a•tterra andare.,Et il l'a presque fait tomber par terre.,Elle a failli l'écraser.
"E’ poi la cominciò a predicare,","Puis il commença à prêcher,",Il a commencé à proclamer.
E disse: «Tu non temi aver vergogna,"Et il a dit: ""Tu n'as pas peur d'avoir honte,","Et il dit: ""Tu n'as pas peur d'être gêné,"
"Di me, chéd e’ nonn-à, di qui a Bolognia,","de moi, parce qu'il n'y a pas, d'ici à Bologne,","de moi, parce qu'il n'y a pas, d'ici à Bologne,"
"Nessun, c’un fatto saccia me’ cielare","Personne qui sache que je suis aveugle,",Personne au courant de mon projet.
